Tên SP,Nhà sản xuất,Model,Kết nối,Kích thước,Loại switch,Giá(đ)
Bàn phím cơ FL-Esports FL100CPM White Body-Gradient Pink Ice Pink switch ,FL-Esports,FL100CPM,có dây,0.7212003987089425,blue,2099000
Bàn phím cơ FL-Esports FL100CPM White Body Marshmallow 3 Mode Ice Violet switch ,FL-Esports,FL100CPM,không dây,0.7212003987089425,blue,2099000
Bàn Phím ASUS ROG Strix Scope RX PBT Blue Switch ,Asus,CD108HR,không dây,0.9017467248908297,blue,2699000
Bàn phím cơ không dây FL-Esports CMK87 SAM Cool Mint 3 Mode White sw ,FL-Esports,D87S RGB,vừa có dây vừa không dây,0.7212003987089425,white,2999000
Bàn phím cơ không dây Fuhlen T87S RGB trắng Blue sw ,Fuhlen,EK368L,không dây,0.7212003987089425,blue,1399000
Bàn phím cơ không dây Fuhlen T87S RGB trắng Brown sw ,Fuhlen,EK87,có dây,0.7212003987089425,green,1399000
Bàn phím cơ không dây FLEsport FL980 SAM Grey & White RGB 3 Mode Rosa sw ,Flesports,KB1,không dây,0.7212003987089425,white,3459000
Bàn phím cơ không dây FLEsport FL980 SAM Grey & White RGB 3 Modes Red sw ,Flesports,EK387L White,không dây,0.7212003987089425,white,3049000
Bàn phím cơ Newmen GE369 Red sw ,Newmen,EK387L RGB,có dây,0.013100436681222707,brown,749000
Bàn phím cơ Không dây FL-Esport CMK87 SAM Marshmallow RGB Kailh BOX Brown sw ,FL-Esports,Brown Switch ,có dây,0.7212003987089425,brown,3439000
Bàn phím cơ quang E-Dra EK308 RGB ,E-Dra,EK398,vừa có dây vừa không dây,0.7212003987089425,yellow,929000
Bàn phím game MSI Vigor GK71 Sonic đen ,MSI,ROG Falchion,vừa có dây vừa không dây,0.9061135371179039,red,2849000
Bàn phím game MSI Vigor GK50 Elite đen ,MSI,EK387L RGB,có dây,0.8908296943231441,blue,1799000
Bàn phím Rapoo V58 đen ,Rapoo,T87s Pro Wireless,có dây,0.8908296943231441,black,309000
Bàn phím cơ Razer Tartarus Pro Analog Optical Gaming Keypad RGB Chroma Black ,Razer,EK87,không dây,0.7212003987089425,brown,3289000
Bàn phím cơ không dây FL-Esports CMK87 SAM Yellow White 3 Mode Brown sw ,FL-Esports,3084,không dây,0.7212003987089425,brown,3199000
Bàn phím cơ không dây FL-Esports CMK87 SAM Yellow White 3 Mode FLCMMK Cercis sw ,FL-Esports,ROG Falchion,vừa có dây vừa không dây,0.7212003987089425,brown,3199000
Bàn phím cơ FLEsport CMK87 CPM Metal Heart RGB 3 Mode Coolmint sw ,FL-Esports,EK387L RGB,không dây,0.7212003987089425,white,3689000
Bàn phím cơ FLEsport CMK87 CPM Metal Heart RGB 3 Mode ,FL-Esports,Everest Max,không dây,0.7212003987089425,white,3689000
Bàn phím Fuhlen G500S ,Fuhlen,GD68,vừa có dây vừa không dây,0.7212003987089425,green,619000
Bàn phím cơ không dây Leopold FC980MBT Blue Star Red sw ,Leopold,GD68,không dây,0.7860262008733624,cherry,3969000
Bàn phím cơ không dây Leopold FC750RBT Blue Star Silent Red sw ,Leopold,EK314W,không dây,0.7314410480349345,cherry,3569000
Bàn phím cơ không dây Leopold FC750RBT Blue Star Red sw ,Leopold,TC-3218,không dây,0.7314410480349345,cherry,3569000
Bàn phím cơ không dây Leopold FC750RBT Blue Star Blue sw ,Leopold,EK314W,vừa có dây vừa không dây,0.7314410480349345,cherry,3569000
Bàn phím cơ không dây Leopold FC750RBT Blue Star Brown sw ,Leopold,E-DRA EK396W V2,không dây,0.7314410480349345,cherry,3569000
Bàn phím cơ không dây Leopold FC900RBT Blue Star Red sw ,Leopold,K10,vừa có dây vừa không dây,0.9061135371179039,cherry,3769000
Bàn phím cơ không dây Leopold FC900RBT Blue Star Blue sw ,Leopold,T87s Pro Wireless,có dây,0.9061135371179039,cherry,3769000
Bàn phím cơ Không dây Mistel Bunny X8 BT Blue sw ,Mistel,GD100,không dây,0.9061135371179039,cherry,2899000
Bàn phím cơ Không dây Mistel Bunny X8 BT Red sw ,Mistel,Newmen GM326,vừa có dây vừa không dây,0.9061135371179039,cherry,2899000
Bàn phím cơ Không dây Mistel X8 Gloaming BT Red sw ,Mistel,D87S RGB,có dây,0.9061135371179039,cherry,2899000
Bàn phím cơ Không dây Mistel X8 Gloaming BT Blue sw ,Mistel,E-DRA EK396W V2,có dây,0.9061135371179039,cherry,2899000
Bàn phím cơ Không dây Mistel X8 Gloaming BT Red Silent sw ,Mistel,H95S Panda 3 Mode Wireless,không dây,0.9061135371179039,cherry,2899000
Bàn phím cơ không dây Mistel X8 BT Glaze Blue ,Mistel,K10,có dây,0.7212003987089425,cherry,2899000
Bàn phím cơ không dây Mistel X8 BT Glaze Blue ,Mistel,GD100,không dây,0.7212003987089425,cherry,2899000
Bàn phím cơ không dây Mistel X8 BT Glaze Blue ,Mistel,EK1280s V2,vừa có dây vừa không dây,0.7212003987089425,cherry,2899000
Bàn phím Apple Smart Folio for iPad Pro 11 ,Apple,E-DRA EK396W V2,không dây,0.7212003987089425,pink,5549000
Bàn phím Apple Magic for iPad Pro 12.9 ,Apple,D87S RGB,vừa có dây vừa không dây,0.7212003987089425,pink,10089000
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Alpha Brown switch- Hàng Giá Sốc,E-Dra,E-DRA EK396W V2,có dây,0.7212003987089425,green,649000 
Bàn phím cơ E-DRA EK368L Wireless Beta Red switch- Hàng Giá Sốc,E-Dra,EK368L,không dây,0.7212003987089425,white,349000 
Bàn phím cơ DarkFlash GD100 Milky Brown Yellow Axis switch - Hàng Giá Sốc,Darkflash,GD100,vừa có dây vừa không dây,0.7212003987089425,green,449000 
Bàn phím cơ DareU EK98 Pro Triple Mode Proto DareU Dream switch,DAREU,E-DRA EK396W V2,có dây,0.7212003987089425,pink,1189000 
Bàn phím cơ DareU EK98 Pro Triple Mode Black Golden DareU Dream switch,DAREU,CD87HR,vừa có dây vừa không dây,0.7212003987089425,pink,1189000 
Bàn phím cơ DarkFlash GD108 Sugar Brown Yellow Axis switch,Darkflash,CD87HR,không dây,0.7212003987089425,yellow,849000 
Bàn phím cơ DarkFlash GD68 Starry Blue Yellow Axis switch,Darkflash,GD68,có dây,0.7212003987089425,yellow,649000 
Bàn phím cơ DarkFlash GD68 Sugar Brown Yellow Axis switch,Darkflash,GD68,vừa có dây vừa không dây,0.7212003987089425,silver,649000 
Bàn phím cơ DarkFlash GD68 Milky Brown Yellow Axis switch,Darkflash,GD68,vừa có dây vừa không dây,0.7212003987089425,cherry,649000 
Bàn phím cơ DarkFlash GD87 Sugar Brown Yellow Axis switch,Darkflash,GD68,có dây,0.7212003987089425,pink,649000 
Bàn phím cơ DarkFlash GD87 Starry Blue Yellow Axis switch,Darkflash,GD100,có dây,0.7212003987089425,brown,649000 
Bàn phím cơ Fuhlen D87s RGB Blue switch,Fuhlen,D87S RGB,không dây,0.7212003987089425,green,599000 
Bàn phím cơ DareU EK87L V2 White Dream switch,DAREU,EK87,vừa có dây vừa không dây,0.7212003987089425,red,399000 
Bàn phím cơ DarkFlash GD100 Milky Brown Yellow Axis switch,Darkflash,GD100,không dây,0.7212003987089425,black,549000 
Bàn phím cơ DareU EK75 White Black DareU Dream switch,DAREU,EK368L,có dây,0.7212003987089425,blue,589000 
Bàn phím cơ DareU EK87L V2 Black Firefly switch,DAREU,EK87,không dây,0.7212003987089425,yellow,399000 
Bàn phím cơ E-DRA EK375 Beta Blue switch - Hàng Giá Sốc,E-Dra,EK375,vừa có dây vừa không dây,0.7212003987089425,silver,449000 
Bộ switch DareU FIREFLY ,DAREU,EK387L White,vừa có dây vừa không dây,0.7212003987089425,yellow,99000 
Bộ switch DareU DREAM ,DAREU,3084,vừa có dây vừa không dây,0.7212003987089425,silver,99000 
Bàn phím cơ DareU EK87 V2 Black Brown switch - Hàng Giá Sốc,DAREU,EK87,vừa có dây vừa không dây,0.7212003987089425,blue,399000 
Bàn phím cơ DareU EK87L V2 Black Dream switch,DAREU,EK87,có dây,0.7212003987089425,white,399000 
Bàn phím cơ E-DRA EK368L Wireless Beta Brown switch,E-Dra,EK368L,có dây,0.7212003987089425,cherry,449000 
Bàn phím cơ E-DRA EK368L Wireless Alpha Brown switch,E-Dra,EK368L,vừa có dây vừa không dây,0.7212003987089425,black,449000 
Bàn phím cơ E-DRA EK368L Wireless Alpha Red switch,E-Dra,EK368L,không dây,0.7212003987089425,yellow,449000 
Bàn phím cơ E-DRA EK368L Wireless Beta Red switch,E-Dra,EK368L,không dây,0.7212003987089425,yellow,449000 
Bàn phím cơ E-DRA EK3104L Beta Red switch,E-Dra,EK375,vừa có dây vừa không dây,0.7212003987089425,brown,619000 
Bàn phím cơ E-DRA EK3104L Beta Brown switch,E-Dra,EK398,không dây,0.7212003987089425,yellow,619000 
Bàn phím cơ E-DRA EK3104L Beta Blue switch,E-Dra,Kailh Clione Limacina ,không dây,0.7212003987089425,silver,619000 
Bàn phím cơ E-DRA EK3104L Alpha Blue switch,E-Dra,GP75CPM,có dây,0.7212003987089425,red,619000 
Bàn phím cơ E-DRA EK3104L Alpha Brown switch,E-Dra,FL100CPM,không dây,0.7212003987089425,yellow,619000 
Bàn phím cơ E-DRA EK3104L Alpha Red switch,E-Dra,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,blue,619000 
Bàn phím cơ FL-Esports OG104 Classic White 3 Mode Kailh Cool Mint V2 switch,FL-Esports,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,brown,2699000 
Bàn phím cơ FL-Esports OG104 Classic White 3 Mode Kailh Ice Silver switch,FL-Esports,EK1280s V2,không dây,0.7212003987089425,silver,2699000 
Bàn phím cơ FL-Esports OG104 Retro Grey 3 Mode Kailh Cool Mint V2 switch,FL-Esports,KB1,không dây,0.7212003987089425,brown,2699000 
Bàn phím cơ FL-Esports OG104 Retro Grey 3 Mode Kailh Ice Silver switch,FL-Esports,CD108HR,có dây,0.7212003987089425,white,2699000 
Bàn phím cơ FL-Esports OG87 Classic White 3 Mode Kailh Cool Mint V2 switch,FL-Esports,EK314W,vừa có dây vừa không dây,0.7212003987089425,yellow,2199000 
Bàn phím cơ FL-Esports OG87 Classic White 3 Mode Kailh Ice Silver switch,FL-Esports,T87s Pro Wireless,có dây,0.7212003987089425,cherry,2199000 
Bàn phím cơ FL-Esports OG87 Retro Grey 3 Mode Kailh Cool Mint V2 switch,FL-Esports,Kailh Clione Limacina ,không dây,0.7212003987089425,pink,2199000 
Bàn phím cơ FL-Esports OG87 Retro Grey 3 Mode Kailh Ice Silver switch,FL-Esports,EK368L,có dây,0.7212003987089425,white,2199000 
Bàn phím cơ FL-Esports OG98 White Grey 3 Mode Kailh Cool Mint V2 switch,FL-Esports,EK87,có dây,0.7212003987089425,brown,2199000 
Bàn phím cơ FL-Esports OG98 White Grey 3 Mode Kailh Ice Silver switch,FL-Esports,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,blue,2199000 
Bàn phím cơ FL-Esports OG98 White Green 3 Mode Kailh Cool Mint V2 switch,FL-Esports,EK375,có dây,0.7212003987089425,silver,2199000 
Bàn phím cơ FL-Esports OG98 White Green 3 Mode Kailh Ice Silver switch,FL-Esports,EK1280s V2,vừa có dây vừa không dây,0.7212003987089425,brown,2199000 
Bàn phím cơ E-DRA EK398L Wireless Alpha Blue switch,E-Dra,EK398,không dây,0.7212003987089425,green,649000 
Bàn phím cơ E-DRA EK398L Wireless Alpha Brown switch,E-Dra,EK398,không dây,0.7212003987089425,brown,649000 
Bàn phím cơ E-DRA EK398L Wireless Alpha Red switch,E-Dra,EK398,có dây,0.7212003987089425,white,649000 
Bàn phím cơ E-DRA EK398L Wireless Beta Blue switch,E-Dra,EK398,không dây,0.7212003987089425,cherry,649000 
Bàn phím cơ E-DRA EK398L Wireless Beta Brown switch,E-Dra,EK398,không dây,0.7212003987089425,green,649000 
Bàn phím cơ E-DRA EK398L Wireless Beta Red switch,E-Dra,EK398,không dây,0.7212003987089425,cherry,649000 
Bàn phím cơ Razer Blackwidow V4 Yellow switch,Razer,EK87,có dây,0.7212003987089425,white,3989000 
Bàn phím cơ AKKO 3098B Plus Multi-modes Black Wireless Akko V3 Cream Blue switch,Akko,EK368L,vừa có dây vừa không dây,0.7212003987089425,black,1499000 
Bàn phím cơ AKKO 3098B Plus Multi-modes Black Wireless Akko V3 Cream Yellow switch,Akko,EK375,không dây,0.7212003987089425,cherry,1499000 
Bàn phím cơ DareU EK87 V2 White Blue switch,DAREU,EK87,không dây,0.7212003987089425,green,479000 
Bàn phím cơ DareU EK87 V2 Black Red switch,DAREU,EK87,vừa có dây vừa không dây,0.7212003987089425,green,479000 
Bàn phím cơ DareU EK87 V2 Black Brown switch,DAREU,EK87,vừa có dây vừa không dây,0.7212003987089425,brown,479000 
Bàn phím cơ DareU EK87 V2 Black Blue switch,DAREU,EK87,vừa có dây vừa không dây,0.7212003987089425,black,479000 
Bộ switch DareU FIREFLY ,DAREU,CD87HR,vừa có dây vừa không dây,0.7212003987089425,white,149000 
Bộ switch DareU DREAM ,DAREU,GD68,vừa có dây vừa không dây,0.7212003987089425,pink,149000 
Bàn phím cơ E-DRA EK3287 Brown switch,E-Dra,GD68,không dây,0.7212003987089425,silver,399000 
Bàn phím cơ E-DRA EK387L Blue switch,E-Dra,Razer DeathStalker V2,vừa có dây vừa không dây,0.7212003987089425,brown,539000 
Bàn phím cơ E-DRA EK387L Brown switch,E-Dra,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,blue,539000 
Bàn phím cơ E-DRA EK368L Wireless Beta Blue switch,E-Dra,EK368L,vừa có dây vừa không dây,0.7212003987089425,yellow,449000 
Bàn phím cơ E-DRA EK368L Wireless Alpha Blue switch,E-Dra,EK368L,có dây,0.7212003987089425,blue,449000 
Bàn phím cơ E-DRA EK375 Alpha Blue switch,E-Dra,EK375,không dây,0.7212003987089425,yellow,549000 
Bàn phím cơ E-DRA EK375 Alpha Brown switch,E-Dra,EK375,có dây,0.7212003987089425,silver,549000 
Bàn phím cơ E-DRA EK375 Alpha Red switch,E-Dra,EK375,không dây,0.7212003987089425,yellow,549000 
Bàn phím cơ E-DRA EK375 Beta Blue switch,E-Dra,EK375,có dây,0.7212003987089425,pink,549000 
Bàn phím cơ E-DRA EK375 Beta Brown switch,E-Dra,EK375,có dây,0.7212003987089425,blue,549000 
Bàn phím cơ E-DRA EK375 Beta Red switch,E-Dra,EK375,vừa có dây vừa không dây,0.7212003987089425,green,549000 
Bàn phím cơ Fuhlen H75S Panda 3 Mode Wireless Fuhlen Brown Pro switch,Fuhlen,H75S Panda 3 Mode Wireless,có dây,0.7212003987089425,pink,1699000 
Bàn phím cơ Fuhlen H75S Panda 3 Mode Wireless Fuhlen Red Pro switch,Fuhlen,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,silver,1699000 
Bàn phím cơ Fuhlen H75S Panda 3 Mode Wireless Fuhlen Yellow Pro switch,Fuhlen,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,green,1699000 
Bàn phím cơ DareU EK75 Full White DareU Firefly switch,DAREU,GD100,không dây,0.7212003987089425,green,589000 
Bàn phím cơ DareU EK75 Full White DareU Dream switch,DAREU,Razer DeathStalker V2,không dây,0.7212003987089425,red,589000 
Bàn phím cơ DareU EK75 White Black DareU Firefly switch,DAREU,E-DRA EK396W V2,không dây,0.7212003987089425,silver,589000 
Bàn phím cơ NEWMEN GM328 White Grey Blue switch,Newmen,GM328,vừa có dây vừa không dây,0.7212003987089425,cherry,529000 
Bàn phím cơ DarkFlash GD100 Sugar Brown Yellow Axis switch,Darkflash,GD100,không dây,0.7212003987089425,green,599000 
Bàn phím cơ Asus ROG Azoth Wireless NX Red switch,Asus,FL100CPM,có dây,0.7212003987089425,yellow,6189000 
Bàn phím cơ DareU EK1280S V2 Blue switch,DAREU,EK1280s V2,có dây,0.7212003987089425,silver,689000 
Bàn phím cơ E-DRA EK375 Pro Alpha Red switch,E-Dra,EK375,có dây,0.7212003987089425,brown,1089000 
Bàn phím cơ E-DRA EK375 Pro Beta Red switch,E-Dra,EK375,vừa có dây vừa không dây,0.7212003987089425,red,1089000 
Bàn phím cơ E-DRA EK375 Pro Alpha Brown switch,E-Dra,EK375,không dây,0.7212003987089425,black,1089000 
Bàn phím cơ E-DRA EK375 Pro Beta Brown switch,E-Dra,EK375,không dây,0.7212003987089425,black,1089000 
Bàn phím cơ E-DRA EK398 Alpha Blue switch,E-Dra,EK398,có dây,0.7212003987089425,white,479000 
Bàn phím cơ E-DRA EK398 Alpha Brown switch,E-Dra,EK398,không dây,0.7212003987089425,silver,479000 
Bàn phím cơ E-DRA EK398 Alpha Red switch,E-Dra,EK398,có dây,0.7212003987089425,silver,479000 
Bàn phím cơ E-DRA EK398 Beta Blue switch,E-Dra,EK398,vừa có dây vừa không dây,0.7212003987089425,white,479000 
Bàn phím cơ E-DRA EK398 Beta Brown switch,E-Dra,EK398,vừa có dây vừa không dây,0.7212003987089425,yellow,479000 
Bàn phím cơ E-DRA EK398 Beta Red switch,E-Dra,EK398,có dây,0.7212003987089425,red,479000 
Bàn phím cơ E-DRA EK312 Alpha Red switch,E-Dra,EK1280s V2,không dây,0.7212003987089425,red,569000 
Bàn phím cơ E-DRA EK312 Alpha Blue switch,E-Dra,EK368L,không dây,0.7212003987089425,green,569000 
Bàn phím cơ E-DRA EK312 Alpha Brown switch,E-Dra,CD87HR,có dây,0.7212003987089425,black,569000 
Bàn phím cơ E-DRA EK312 Beta Blue switch,E-Dra,D87S RGB,có dây,0.7212003987089425,red,569000 
Bàn phím cơ E-DRA EK312 Beta Brown switch,E-Dra,Razer DeathStalker V2,có dây,0.7212003987089425,yellow,569000 
Bàn phím cơ E-DRA EK312 Beta Red switch,E-Dra,Kailh Clione Limacina ,vừa có dây vừa không dây,0.7212003987089425,red,569000 
Bàn phím cơ DareU EK75 Pro Triple Mode WBC DareU Dream switch,DAREU,GM328,vừa có dây vừa không dây,0.7212003987089425,blue,1049000 
Bàn phím cơ Fuhlen H108S Panda 3 Mode Wireless Fuhlen Red Pro switch,Fuhlen,Brown Switch ,có dây,0.7212003987089425,brown,1799000 
Bàn phím cơ Fuhlen H108S Panda 3 Mode Wireless Fuhlen Yellow Pro switch,Fuhlen,Everest Max,vừa có dây vừa không dây,0.7212003987089425,yellow,1799000 
Bàn phím cơ Fuhlen H108S Panda 3 Mode Wireless Fuhlen Brown Pro switch,Fuhlen,T87s Pro Wireless,vừa có dây vừa không dây,0.7212003987089425,brown,1799000 
Bàn phím cơ DarkFlash GD108 Starry Blue Yellow Axis switch,Darkflash,TC-3218,không dây,0.7212003987089425,silver,849000 
Bàn phím cơ DarkFlash GD108 Milky Brown Yellow Axis switch,Darkflash,Everest Max,không dây,0.7212003987089425,brown,849000 
Bàn phím cơ DareU EK75 Pro Triple Mode Black Golden DareU Firefly switch,DAREU,CK87S,có dây,0.7212003987089425,yellow,1049000 
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Beta Red switch,E-Dra,Kailh Clione Limacina ,vừa có dây vừa không dây,0.7212003987089425,green,799000 
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Beta Blue switch,E-Dra,EK87,có dây,0.7212003987089425,red,799000 
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Beta Brown switch,E-Dra,EK314W,không dây,0.7212003987089425,cherry,799000 
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Alpha Red switch,E-Dra,CK87S,không dây,0.7212003987089425,red,799000 
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Alpha Brown switch,E-Dra,FL100CPM,có dây,0.7212003987089425,black,799000 
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Alpha Blue switch,E-Dra,Everest Max,không dây,0.7212003987089425,blue,799000 
Bàn phím cơ DareU EK75 Pro Triple Mode Black Golden DareU Dream switch,DAREU,FL100CPM,không dây,0.7212003987089425,red,1049000 
Bàn phím Logitech G213 Prodigy RGB,Logitech,Everest Max,vừa có dây vừa không dây,0.7212003987089425,white,949000 
Bàn phím cơ E-DRA EK387L RGB Brown switch,E-Dra,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,pink,649000 
Bàn phím cơ E-DRA EK387L RGB Red switch,E-Dra,EK387L RGB,có dây,0.7212003987089425,red,649000 
Bàn phím cơ E-DRA EK387L RGB Blue switch,E-Dra,EK387L RGB,không dây,0.7212003987089425,green,649000 
Bàn phím cơ DareU EK1280 V2 RGB Blue switch,DAREU,ROG Falchion,không dây,0.7212003987089425,yellow,849000 
Bàn phím cơ DareU EK1280 V2 RGB Brown switch,DAREU,T87s Pro Wireless,không dây,0.7212003987089425,yellow,849000 
Bàn phím cơ DareU EK1280 V2 RGB Red switch,DAREU,EK387L White,không dây,0.7212003987089425,yellow,849000 
Bàn phím cơ Logitech G512 RGB GX Blue switch,Logitech,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,silver,1849000 
Bàn phím cơ DareU EK1280S V2 Red switch,DAREU,EK1280s V2,có dây,0.7212003987089425,white,689000 
Bàn phím cơ DareU EK1280S V2 Brown switch,DAREU,EK1280s V2,không dây,0.7212003987089425,silver,689000 
Bàn phím cơ FL-Esports CMK75 SAM Desert Grey FLCMMK Ice Pink switch,FL-Esports,ROG Falchion,có dây,0.7212003987089425,cherry,2189000 
Bàn phím cơ FL-Esports CMK75 SAM Lake Placid Blue FLCMMK Ice Violet switch,FL-Esports,Brown Switch ,không dây,0.7212003987089425,brown,2189000 
Bàn phím cơ FL-Esports CMK75 SAM Lake Placid Blue FLCMMK Ice Pink switch,FL-Esports,ROG Falchion,vừa có dây vừa không dây,0.7212003987089425,yellow,2189000 
Bàn phím cơ FL-Esports CMK75 SAM Desert Grey FLCMMK Ice Violet switch,FL-Esports,EK87,vừa có dây vừa không dây,0.7212003987089425,brown,2189000 
Bàn phím cơ Razer Blackwidow V3 Tenkeyless Green switch,Razer,ROG Falchion,vừa có dây vừa không dây,0.7212003987089425,red,1589000 
Bàn phím cơ DareU EK810 Red switch,DAREU,EK387L RGB,không dây,0.7212003987089425,cherry,579000 
Bàn phím cơ DareU EK810 Brown switch,DAREU,GM328,vừa có dây vừa không dây,0.7212003987089425,cherry,579000 
Bàn phím cơ DareU EK810 Blue switch,DAREU,EK375,không dây,0.7212003987089425,pink,579000 
Bàn phím cơ E-DRA EK313 Blue switch,E-Dra,GD68,có dây,0.7212003987089425,green,469000 
Bàn phím cơ Fuhlen Subverter RGB,Fuhlen,H95S Panda 3 Mode Wireless,không dây,0.7212003987089425,black,999000 
Bàn phím cơ Fuhlen D ,Fuhlen,TC-3218,có dây,0.7212003987089425,blue,880000 
Bàn phím cơ Fuhlen E ,Fuhlen,Newmen GM326,có dây,0.7212003987089425,white,789000 
Bàn phím DarkFlash V200 Wireless Green,Darkflash,E-DRA EK396W V2,vừa có dây vừa không dây,0.7212003987089425,white,349000 
Bàn phím DarkFlash V200 Wireless Pink,Darkflash,ROG Falchion,có dây,0.7212003987089425,red,349000 
Bàn phím DarkFlash V200 Wireless White,Darkflash,T87s Pro Wireless,không dây,0.7212003987089425,cherry,349000 
Bàn phím cơ E-DRA EK398 Pro Wireless Red switch,E-Dra,EK398,vừa có dây vừa không dây,0.7212003987089425,brown,1289000 
Bàn phím cơ E-DRA EK398 Pro Wireless Brown switch,E-Dra,EK398,vừa có dây vừa không dây,0.7212003987089425,pink,1289000 
Bàn phím cơ E-DRA EK398 Pro Wireless Blue switch,E-Dra,EK398,có dây,0.7212003987089425,cherry,1289000 
Bàn phím cơ Logitech G Pro X 60 LightSpeed Wireless Tactile switch,Logitech,EK1280s V2,không dây,0.7212003987089425,black,4589000 
Bàn phím cơ Fuhlen D87s RGB Brown switch,Fuhlen,D87S RGB,không dây,0.7212003987089425,yellow,560000 
Bàn phím cơ DarkFlash DF98 Twilight Wireless Yellow switch,Darkflash,EK398,có dây,0.7212003987089425,blue,1299000 
Bàn phím cơ DareU EK87L V2 White Firefly switch,DAREU,EK87,có dây,0.7212003987089425,green,399000 
Bàn phím cơ E-DRA EK312 Alpha Blue switch- Hàng Giá Sốc,E-Dra,EK398,có dây,0.7212003987089425,blue,399000 
Bàn phím cơ NEWMEN GM326 White Brown switch,Newmen,Newmen GM326,có dây,0.7212003987089425,blue,549000 
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Beta Blue switch - Hàng Giá Sốc,E-Dra,EK87,không dây,0.7212003987089425,yellow,649000 
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Alpha Blue switch- Hàng Giá Sốc,E-Dra,E-DRA EK396W V2,vừa có dây vừa không dây,0.7212003987089425,cherry,649000 
Bàn phím cơ E-DRA EK368L Wireless Alpha Brown switch- Hàng Giá Sốc,E-Dra,EK368L,vừa có dây vừa không dây,0.7212003987089425,pink,349000 
Bàn phím cơ E-DRA EK368L Wireless Alpha Blue switch - Hàng Giá Sốc,E-Dra,EK368L,không dây,0.7212003987089425,silver,349000 
Bàn phím cơ E-DRA EK387L RGB Brown switch- Hàng Giá Sốc,E-Dra,EK387L RGB,không dây,0.7212003987089425,red,399000 
Bàn phím cơ E-DRA EK387L RGB Blue switch- Hàng Giá Sốc,E-Dra,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,silver,399000 
Bàn phím cơ DarkFlash GD108 Milky Brown Yellow Axis switch- Hàng Giá Sốc,Darkflash,Brown Switch ,vừa có dây vừa không dây,0.7212003987089425,yellow,699000 
Bàn phím cơ Asus ROG Strix Scope II 96 Wireless NX Snow switch,Asus,FL100CPM,không dây,0.7212003987089425,white,3889000 
Bàn phím cơ FL-Esports FL980 CPS White Olivia Kailh Box Red switch,FL-Esports,3084,không dây,0.7212003987089425,cherry,1099000 
Bàn phím cơ Asus ROG Azoth Wireless White NX Red switch,Asus,Newmen GM326,vừa có dây vừa không dây,0.7212003987089425,cherry,5499000 
Bàn phím cơ Razer Huntsman V3 Pro Analog Optical switch,Razer,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,black,6189000 
Bàn phím cơ Razer Blackwidow V4 X Yellow switch,Razer,E-DRA EK396W V2,không dây,0.7212003987089425,blue,2989000 
Bàn phím cơ AKKO MonsGeek MG75 Prunus Lannesiana Akko V3 Cream Blue switch,Akko,H95S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,black,899000 
Bàn phím Razer Ornata V3,Razer,EK375,có dây,0.7212003987089425,green,1489000 
Bàn phím Razer Ornata V3 X,Razer,CD87HR,có dây,0.7212003987089425,brown,889000 
Bàn phím cơ DareU EK87 V2 White Red switch,DAREU,EK87,vừa có dây vừa không dây,0.7212003987089425,green,479000 
Bàn phím cơ DareU EK87 V2 White Brown switch,DAREU,EK87,vừa có dây vừa không dây,0.7212003987089425,blue,479000 
Bàn phím cơ DareU A98 Pro Triple Mode Red Wave DareU Dream switch,DAREU,Kailh Clione Limacina ,vừa có dây vừa không dây,0.7212003987089425,brown,2289000 
Bàn phím cơ DareU A98 Pro Triple Mode Tiramisu DareU Dream switch,DAREU,Kailh Clione Limacina ,không dây,0.7212003987089425,black,2289000 
Bàn phím cơ DareU A98 Pro Triple Mode Timeless DareU Dream switch,DAREU,EK1280s V2,không dây,0.7212003987089425,yellow,2289000 
Bàn phím cơ DareU EK807G Wireless Blue switch,DAREU,Brown Switch ,vừa có dây vừa không dây,0.7212003987089425,silver,299000 
Bàn phím cơ Fuhlen H87S Panda V2 3 Mode Wireless Fuhlen Yellow Pro switch,Fuhlen,EK398,có dây,0.7212003987089425,green,1599000 
Bàn phím cơ Fuhlen H87S Panda V2 3 Mode Wireless Fuhlen Red Pro switch,Fuhlen,T87s Pro Wireless,không dây,0.7212003987089425,white,1599000 
